SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE042020,POPESTIMATE2020
157,06,079,57414,00000,00000,1,A,Pismo Beach city,California,7655,7650,7660,7689,7748,7816,7865,7958,8043,8079,8076,8028,7976,7955
157,06,079,68154,00000,00000,1,A,San Luis Obispo city,California,45119,45141,45193,45389,45743,46132,46486,46906,47222,47442,47421,47408,47566,47590
157,06,079,99990,00000,00000,1,F,Balance of San Luis Obispo County,California,118118,118087,118003,118418,120298,120384,121783,121996,122627,122708,123674,123474,123406,123223
050,06,081,00000,00000,00000,0,A,San Mateo County,California,718451,718528,719948,728945,739700,749131,757653,765479,767928,768658,768410,764810,760706,758308
157,06,081,03092,00000,00000,1,A,Atherton town,California,6914,6940,6932,6937,6976,7005,7025,7050,7061,7076,7083,7054,7028,7011
157,06,081,05108,00000,00000,1,A,Belmont city,California,25835,25900,25933,26189,26531,26806,27019,27207,27211,27156,27071,26829,26634,26533
157,06,081,08310,00000,00000,1,A,Brisbane city,California,4282,4273,4282,4336,4395,4446,4528,4631,4671,4675,4667,4628,4595,4576
157,06,081,09066,00000,00000,1,A,Burlingame city,California,28806,28815,28847,29119,29553,29903,30132,30356,30373,30294,30176,29900,29674,29557
157,06,081,14736,00000,00000,1,A,Colma town,California,1792,1433,1435,1448,1467,1482,1493,1502,1500,1490,1490,1598,1670,1689
157,06,081,17918,00000,00000,1,A,Daly City city,California,101123,101322,101456,102661,104184,105661,106875,107600,107678,107751,107747,106980,106254,105868
157,06,081,20956,00000,00000,1,A,East Palo Alto city,California,28155,28185,28220,28498,28875,29168,29396,29593,29636,29659,29625,29386,29171,29059
157,06,081,25338,00000,00000,1,A,Foster City city,California,30567,30563,30597,30897,31303,32008,32642,32841,32907,32962,33222,33272,33020,32891
157,06,081,31708,00000,00000,1,A,Half Moon Bay city,California,11324,11351,11369,11495,11667,11815,12049,12419,12605,12616,12627,12571,12541,12513
157,06,081,33798,00000,00000,1,A,Hillsborough town,California,10825,10783,10803,10944,11122,11273,11422,11560,11617,11646,11635,11584,11555,11527
157,06,081,46870,00000,00000,1,A,Menlo Park city,California,32026,32014,32083,32456,32898,33164,33473,33730,34642,35586,35609,35320,35066,34934
157,06,081,47486,00000,00000,1,A,Millbrae city,California,21532,21561,21594,22050,22570,22798,23040,23254,23239,23179,23089,22878,22715,22630
157,06,081,54806,00000,00000,1,A,Pacifica city,California,37234,37341,37388,37771,38276,38678,38973,39213,39139,38973,38803,38445,38159,38013
157,06,081,58380,00000,00000,1,A,Portola Valley town,California,4353,4360,4367,4412,4474,4517,4556,4600,4605,4598,4586,4555,4539,4528
157,06,081,60102,00000,00000,1,A,Redwood City city,California,76815,76935,77042,78209,79434,80931,82289,83830,84303,84247,84603,84852,84657,84466
157,06,081,65028,00000,00000,1,A,San Bruno city,California,41114,41143,41328,42251,43075,43554,44341,45063,45044,44934,44768,44470,44203,44051
157,06,081,65070,00000,00000,1,A,San Carlos city,California,28406,28268,28300,28582,28962,29271,29517,29710,29702,29657,29576,29660,29677,29641
157,06,081,68252,00000,00000,1,A,San Mateo city,California,97207,97130,97256,98244,99545,100657,101823,103272,103894,104176,104230,103463,102768,102398
157,06,081,73262,00000,00000,1,A,South San Francisco city,California,63632,63613,63674,64276,65293,66132,66651,67128,67147,67011,66831,66809,66690,66558
157,06,081,86440,00000,00000,1,A,Woodside town,California,5287,5269,5277,5350,5443,5511,5558,5604,5615,5609,5586,5559,5526,5508
157,06,081,99990,00000,00000,1,F,Balance of San Mateo County,California,61222,61329,61765,62820,63657,64351,64851,65316,65339,65363,65386,64997,64564,64357
050,06,083,00000,00000,00000,0,A,Santa Barbara County,California,423895,423947,424218,425404,429635,434503,438921,442051,444112,444998,445137,445464,445285,444766
157,06,083,08758,00000,00000,1,A,Buellton city,California,4828,4849,4858,4875,4901,4940,4970,4988,5070,5208,5328,5399,5441,5449
157,06,083,11446,00000,00000,1,A,Carpinteria city,California,13040,12993,12996,13013,13100,13336,13552,13627,13652,13569,13449,13330,13263,13228
157,06,083,30378,00000,00000,1,A,Goleta city,California,29888,30096,30101,30116,30290,30555,30944,31430,31807,31840,32087,32456,32614,32629
157,06,083,31414,00000,00000,1,A,Guadalupe city,California,7080,7080,7082,7084,7129,7186,7234,7263,7296,7413,7598,7811,8067,8140
157,06,083,42524,00000,00000,1,A,Lompoc city,California,42434,42436,42298,42165,43110,43369,43822,43885,43440,43088,42499,42510,42376,42253
157,06,083,69070,00000,00000,1,A,Santa Barbara city,California,88410,88383,88544,88933,89760,90786,91492,91728,91583,91228,90849,90568,90407,90254
157,06,083,69196,00000,00000,1,A,Santa Maria city,California,99553,99596,99633,99940,100754,101627,102497,103471,104802,105423,105660,105926,105961,105851
157,06,083,72576,00000,00000,1,A,Solvang city,California,5245,5227,5235,5253,5290,5353,5449,5542,5642,5703,5684,5617,5576,5556
157,06,083,99990,00000,00000,1,F,Balance of Santa Barbara County,California,133417,133287,133471,134025,135301,137351,138961,140117,140820,141526,141983,141847,141580,141406
050,06,085,00000,00000,00000,0,A,Santa Clara County,California,1781642,1781680,1786001,1811891,1837605,1866050,1891286,1915736,1928144,1932251,1931985,1922411,1913192,1907105
157,06,085,10345,00000,00000,1,A,Campbell city,California,39349,40578,40672,41137,41583,42225,42581,42945,43168,43008,43007,42935,42603,42427
157,06,085,17610,00000,00000,1,A,Cupertino city,California,58302,58547,58677,59320,59855,60392,60607,60820,60786,60401,59900,59370,58859,58598
157,06,085,29504,00000,00000,1,A,Gilroy city,California,48821,48969,49139,50077,51240,52439,53305,54147,54917,55333,55497,55475,55054,54831
157,06,085,43280,00000,00000,1,A,Los Altos city,California,28976,29075,29132,29510,29868,30161,30360,30893,31282,31177,30959,30679,30415,30281
157,06,085,43294,00000,00000,1,A,Los Altos Hills town,California,7922,8065,8084,8173,8270,8385,8444,8487,8500,8507,8520,8482,8429,8400
157,06,085,44112,00000,00000,1,A,Los Gatos town,California,29413,29717,29789,30148,30487,30863,31060,31226,31262,31127,30924,30664,30401,30266
157,06,085,47766,00000,00000,1,A,Milpitas city,California,66790,66824,66694,67167,67724,69075,71876,74256,74697,74577,74957,75830,76001,75867
157,06,085,48956,00000,00000,1,A,Monte Sereno city,California,3341,3330,3337,3367,3398,3436,3461,3488,3501,3516,3530,3520,3502,3491
157,06,085,49278,00000,00000,1,A,Morgan Hill city,California,37882,37973,38103,38930,39880,40969,41927,42963,43753,44263,44971,45475,45550,45501
157,06,085,49670,00000,00000,1,A,Mountain View city,California,74066,73565,73759,74729,75614,76458,77459,78909,79735,79953,80298,80516,80245,80030
157,06,085,55282,00000,00000,1,A,Palo Alto city,California,64403,64347,64506,65389,66193,66982,67459,68125,68599,68513,68136,67621,67238,67008
157,06,085,68000,00000,00000,1,A,San Jose city,California,945942,952354,954552,968925,983532,999599,1014909,1028131,1034851,1037082,1034877,1026528,1018006,1013616
157,06,085,69084,00000,00000,1,A,Santa Clara city,California,116468,116328,116857,118720,119952,121305,121903,123176,124000,125472,126687,126567,130104,131055
157,06,085,70280,00000,00000,1,A,Saratoga city,California,29926,30034,30115,30485,30809,31129,31254,31408,31439,31328,31180,30934,30662,30525
157,06,085,77000,00000,00000,1,A,Sunnyvale city,California,140081,140492,140786,142866,145530,147791,149124,150934,151781,152462,153453,153302,152310,151746
157,06,085,99990,00000,00000,1,F,Balance of Santa Clara County,California,89960,81482,81799,82948,83670,84841,85557,85828,85873,85532,85089,84513,83813,83463
050,06,087,00000,00000,00000,0,A,Santa Cruz County,California,262382,262345,263174,264927,266391,268836,270863,273495,274476,274865,273713,272870,270819,269925
157,06,087,11040,00000,00000,1,A,Capitola city,California,9918,9917,9923,9956,9981,10028,10084,10160,10183,10178,10113,10055,9996,9959
157,06,087,69112,00000,00000,1,A,Santa Cruz city,California,59946,59948,60593,61456,62022,62809,63276,64346,64843,65197,65207,65387,64472,64317
157,06,087,70588,00000,00000,1,A,Scotts Valley city,California,11580,11573,11578,11613,11666,11798,11951,12072,12094,12095,12023,11997,12012,11995
157,06,087,83668,00000,00000,1,A,Watsonville city,California,51199,51186,51215,51440,51661,52014,52339,52690,52824,52842,52509,52188,51870,51673
157,06,087,99990,00000,00000,1,F,Balance of Santa Cruz County,California,129739,129721,129865,130462,131061,132187,133213,134227,134532,134553,133861,133243,132469,131981
050,06,089,00000,00000,00000,0,A,Shasta County,California,177223,177222,177277,177613,177908,178447,178904,178386,178592,179403,179666,179645,179278,179027
157,06,089,02042,00000,00000,1,A,Anderson city,California,9932,9963,9978,10111,10240,10311,10366,10341,10349,10409,10439,10582,10573,10565
157,06,089,59920,00000,00000,1,A,Redding city,California,89861,89877,89916,90109,90308,90655,91012,90962,91233,91728,91904,92769,92595,92456
157,06,089,71225,00000,00000,1,A,Shasta Lake city,California,10164,10162,10139,10083,10066,10077,10093,10058,10065,10140,10211,10374,10382,10379
157,06,089,99990,00000,00000,1,F,Balance of Shasta County,California,67266,67220,67244,67310,67294,67404,67433,67025,66945,67126,67112,65920,65728,65627
050,06,091,00000,00000,00000,0,A,Sierra County,California,3240,3239,3220,3100,3068,3031,2976,2990,2956,3008,2961,2959,2933,2920
157,06,091,44364,00000,00000,1,A,Loyalton city,California,769,766,761,730,721,712,700,703,695,702,689,689,683,680
157,06,091,99990,00000,00000,1,F,Balance of Sierra County,California,2471,2473,2459,2370,2347,2319,2276,2287,2261,2306,2272,2270,2250,2240
050,06,093,00000,00000,00000,0,A,Siskiyou County,California,44900,44899,44941,44622,44091,43550,43357,43275,43402,43647,43624,43663,43381,43245
157,06,093,19584,00000,00000,1,A,Dorris city,California,939,939,938,928,915,903,901,901,903,908,907,906,899,896
157,06,093,20242,00000,00000,1,A,Dunsmuir city,California,1650,1640,1639,1620,1596,1574,1571,1571,1567,1570,1567,1565,1553,1548
157,06,093,22972,00000,00000,1,A,Etna city,California,737,739,739,731,722,713,711,713,713,715,713,712,709,706
157,06,093,25128,00000,00000,1,A,Fort Jones city,California,839,714,714,706,700,691,689,689,691,695,693,692,687,684
157,06,093,48690,00000,00000,1,A,Montague city,California,1443,1443,1442,1427,1407,1386,1381,1381,1384,1387,1383,1380,1371,1366
157,06,093,49852,00000,00000,1,A,Mount Shasta city,California,3394,3393,3391,3354,3308,3262,3253,3252,3255,3269,3264,3263,3243,3233
157,06,093,80686,00000,00000,1,A,Tulelake city,California,1010,1010,1009,998,985,971,971,971,969,972,967,965,958,955
157,06,093,83850,00000,00000,1,A,Weed city,California,2967,2965,2977,2968,2918,2867,2695,2561,2621,2669,2668,2701,2675,2668
157,06,093,86944,00000,00000,1,A,Yreka city,California,7765,7763,7791,7745,7649,7555,7537,7533,7550,7583,7594,7596,7529,7503
157,06,093,99990,00000,00000,1,F,Balance of Siskiyou County,California,24156,24293,24301,24145,23891,23628,23648,23703,23749,23879,23868,23883,23757,23686
050,06,095,00000,00000,00000,0,A,Solano County,California,413344,413343,413963,416325,419645,423634,428971,433378,438834,443554,445931,447434,447406,446935
157,06,095,05290,00000,00000,1,A,Benicia city,California,26997,27035,27058,27151,27340,27530,27789,27956,28121,28195,28219,28163,28044,27988
157,06,095,19402,00000,00000,1,A,Dixon city,California,18351,18401,18412,18459,18578,18882,19239,19401,19654,19913,20203,20380,20435,20440
157,06,095,23182,00000,00000,1,A,Fairfield city,California,105321,105453,105652,106461,107764,109311,111175,112732,114408,116144,117088,117468,117614,117580
157,06,095,60984,00000,00000,1,A,Rio Vista city,California,7360,7354,7374,7444,7574,7811,8110,8403,8759,9083,9412,9786,9937,9978
157,06,095,75630,00000,00000,1,A,Suisun City city,California,28111,28116,28133,28204,28386,28586,28910,29131,29332,29483,29561,29513,29371,29305
157,06,095,81554,00000,00000,1,A,Vacaville city,California,92428,92422,92530,93140,93507,93920,94793,95953,97826,99561,100181,100914,101427,101332
157,06,095,81666,00000,00000,1,A,Vallejo city,California,115942,115908,116118,116693,117599,118561,119705,120429,121206,121582,121616,121523,120979,120747
157,06,095,99990,00000,00000,1,F,Balance of Solano County,California,18834,18654,18686,18773,18897,19033,19250,19373,19528,19593,19651,19687,19599,19565
050,06,097,00000,00000,00000,0,A,Sonoma County,California,483878,483866,484675,487231,489784,493870,498317,500598,502445,502203,497221,492318,490747,489819
157,06,097,14190,00000,00000,1,A,Cloverdale city,California,8618,8601,8608,8633,8650,8698,8754,8781,8830,8840,8949,8846,8819,8803
157,06,097,16560,00000,00000,1,A,Cotati city,California,7265,7280,7286,7308,7325,7367,7418,7441,7455,7463,7605,7517,7473,7453
157,06,097,33056,00000,00000,1,A,Healdsburg city,California,11254,11255,11319,11459,11496,11602,11742,11807,11832,11848,12065,11961,11946,11929
157,06,097,56784,00000,00000,1,A,Petaluma city,California,57941,57977,58048,58289,58639,59343,59928,60255,60620,60657,61488,60881,60738,60632
157,06,097,62546,00000,00000,1,A,Rohnert Park city,California,40971,41163,41110,41139,41222,41448,41716,41847,41915,42036,43024,42890,42986,42975
157,06,097,70098,00000,00000,1,A,Santa Rosa city,California,167815,175015,175221,176148,177047,178588,180342,181403,182298,182195,177246,175592,174998,174613
157,06,097,70770,00000,00000,1,A,Sebastopol city,California,7379,7465,7474,7495,7514,7566,7629,7661,7676,7661,7756,7649,7614,7593
157,06,097,72646,00000,00000,1,A,Sonoma city,California,10648,10655,10666,10696,10725,10845,10988,11057,11088,11062,11193,11050,11000,10973
157,06,097,85922,00000,00000,1,A,Windsor town,California,26801,26792,26810,26966,27114,27297,27509,27609,27672,27638,27979,27552,27399,27322
157,06,097,99990,00000,00000,1,F,Balance of Sonoma County,California,145186,137663,138133,139098,140052,141116,142291,142737,143059,142803,139916,138380,137774,137526
050,06,099,00000,00000,00000,0,A,Stanislaus County,California,514453,514451,515137,517515,520336,523313,527814,532954,538986,544494,547855,549761,550391,550081
157,06,099,12524,00000,00000,1,A,Ceres city,California,45417,45878,45932,46108,46298,46520,46945,47422,47914,48243,48436,48596,48633,48603
157,06,099,34904,00000,00000,1,A,Hughson city,California,6640,6647,6663,6739,6869,7028,7165,7269,7382,7504,7581,7614,7631,7628
157,06,099,48354,00000,00000,1,A,Modesto city,California,201165,203057,203278,204119,205090,206221,207881,209412,211423,213176,214396,215001,215650,215666
157,06,099,51140,00000,00000,1,A,Newman city,California,10224,10265,10351,10549,10609,10656,10732,10865,11101,11382,11622,11723,11714,11702
157,06,099,52694,00000,00000,1,A,Oakdale city,California,20675,20759,20796,20920,21100,21340,21654,21982,22359,22742,23081,23259,23253,23228
157,06,099,56112,00000,00000,1,A,Patterson city,California,20413,20629,20650,20730,20852,20986,21153,21400,21759,22150,22484,22607,22574,22542
157,06,099,61068,00000,00000,1,A,Riverbank city,California,22678,22687,22723,22836,22966,23116,23329,23614,24088,24467,24637,24740,24736,24710
157,06,099,80812,00000,00000,1,A,Turlock city,California,68549,68632,68733,69065,69501,69855,70453,71268,72044,72677,72852,73024,73106,73059
157,06,099,83612,00000,00000,1,A,Waterford city,California,8456,8464,8473,8509,8548,8585,8649,8716,8795,8861,8894,8926,8945,8944
157,06,099,99990,00000,00000,1,F,Balance of Stanislaus County,California,110236,107433,107538,107940,108503,109006,109853,111006,112121,113292,113872,114271,114149,113999
050,06,101,00000,00000,00000,0,A,Sutter County,California,94737,94751,94742,94466,94153,94457,94721,95224,95769,96161,96348,96910,96593,96385
157,06,101,41936,00000,00000,1,A,Live Oak city,California,8392,8465,8479,8474,8168,8270,8361,8389,8564,8719,8736,8911,9021,9048
157,06,101,86972,00000,00000,1,A,Yuba City city,California,64925,65634,65615,65395,65378,65557,65701,66076,66337,66515,66654,66947,66623,66444
157,06,101,99990,00000,00000,1,F,Balance of Sutter County,California,21420,20652,20648,20597,20607,20630,20659,20759,20868,20927,20958,21052,20949,20893
050,06,103,00000,00000,00000,0,A,Tehama County,California,63463,63441,63562,63337,63213,62878,62797,63150,63468,63827,63904,65186,64698,64494
157,06,103,16322,00000,00000,1,A,Corning city,California,7663,7663,7671,7621,7582,7513,7474,7492,7508,7534,7532,7692,7646,7625
157,06,103,59892,00000,00000,1,A,Red Bluff city,California,14076,14044,14071,14036,14010,13955,13891,13950,13979,14023,14014,14274,14166,14121
157,06,103,78106,00000,00000,1,A,Tehama city,California,418,418,419,416,416,412,411,412,413,414,386,365,363,361
157,06,103,99990,00000,00000,1,F,Balance of Tehama County,California,41306,41316,41401,41264,41205,40998,41021,41296,41568,41856,41972,42855,42523,42387
050,06,105,00000,00000,00000,1,A,Trinity County,California,13786,13782,13755,13685,13494,13427,13126,13094,12827,12727,12598,12337,12252,12216
050,06,107,00000,00000,00000,0,A,Tulare County,California,442179,442176,442953,446709,449625,452259,454858,456794,458991,462072,464279,465751,468274,468680
157,06,107,19318,00000,00000,1,A,Dinuba city,California,21453,21465,21595,22191,22670,23109,23536,23782,23955,24138,24368,24611,25089,25225
157,06,107,23126,00000,00000,1,A,Exeter city,California,10334,10346,10349,10369,10377,10397,10436,10453,10456,10472,10460,10439,10434,10423
157,06,107,23616,00000,00000,1,A,Farmersville city,California,10588,10588,10638,10761,10766,10780,10787,10775,10811,10875,10878,10841,10826,10812
157,06,107,41712,00000,00000,1,A,Lindsay city,California,11768,11797,11859,12175,12382,12458,12528,12584,12642,12700,12839,12930,12921,12908
157,06,107,58240,00000,00000,1,A,Porterville city,California,54165,58095,58225,58673,58837,58982,59152,59240,59223,59181,59015,58875,58968,58949
157,06,107,80644,00000,00000,1,A,Tulare city,California,59278,59328,59431,60028,60447,60839,61367,61776,62433,63453,64506,65611,66547,66797
157,06,107,82954,00000,00000,1,A,Visalia city,California,124442,124526,124764,125815,126651,127538,128452,129405,130618,132160,133302,134451,134860,135007
157,06,107,86300,00000,00000,1,A,Woodlake city,California,7279,7292,7295,7324,7465,7601,7620,7612,7610,7619,7651,7709,7884,7934
157,06,107,99990,00000,00000,1,F,Balance of Tulare County,California,142872,138739,138797,139373,140030,140555,140980,141167,141243,141474,141260,140284,140745,140625
050,06,109,00000,00000,00000,0,A,Tuolumne County,California,55365,55344,55164,54808,54201,53975,53830,53599,53729,53953,54250,54290,54501,54515
157,06,109,72674,00000,00000,1,A,Sonora city,California,4903,4888,4881,4853,4802,4796,4789,4796,4803,4824,4849,4853,4831,4833
157,06,109,99990,00000,00000,1,F,Balance of Tuolumne County,California,50462,50456,50283,49955,49399,49179,49041,48803,48926,49129,49401,49437,49670,49682
050,06,111,00000,00000,00000,0,A,Ventura County,California,823318,823446,825144,829908,833287,837729,842113,845599,846921,848264,847222,844203,842692,841387
157,06,111,10046,00000,00000,1,A,Camarillo city,California,65201,65175,65484,66171,66292,66463,66719,67225,67657,67817,68516,69346,69524,69521
157,06,111,24092,00000,00000,1,A,Fillmore city,California,15002,14986,15017,15085,15127,15222,15328,15399,15489,15619,15704,15700,15639,15604
157,06,111,49138,00000,00000,1,A,Moorpark city,California,34421,34594,34668,34871,34999,35166,35510,36009,36331,36557,36633,36473,36295,36202
157,06,111,53476,00000,00000,1,A,Ojai city,California,7461,7469,7479,7515,7540,7570,7587,7594,7602,7618,7615,7601,7596,7587
157,06,111,54652,00000,00000,1,A,Oxnard city,California,197899,198066,198541,199848,200586,202183,204501,206326,207077,207486,207670,208199,208153,207945
157,06,111,58296,00000,00000,1,A,Port Hueneme city,California,21723,21743,21725,21766,21870,22211,22036,22153,22094,22121,22122,21874,21797,21745
157,06,111,65042,00000,00000,1,A,San Buenaventura (Ventura) city,California,106433,107212,107053,107403,108086,108658,108993,109262,109382,109437,109183,107343,107249,107110
157,06,111,70042,00000,00000,1,A,Santa Paula city,California,29321,29648,29700,29970,30207,30391,30536,30542,30455,30419,30298,30152,30239,30242
157,06,111,72016,00000,00000,1,A,Simi Valley city,California,124237,124247,124424,124928,125308,125788,126038,125986,125902,126103,125954,125682,125383,125168
157,06,111,78582,00000,00000,1,A,Thousand Oaks city,California,126683,126490,126688,127348,127750,128239,128627,128661,128422,128420,127961,127138,126600,126310
157,06,111,99990,00000,00000,1,F,Balance of Ventura County,California,94937,93816,94365,95003,95522,95838,96238,96442,96510,96667,95566,94695,94217,93953
050,06,113,00000,00000,00000,0,A,Yolo County,California,200849,200855,201061,201931,204558,206267,208368,211998,215569,218470,220082,220019,220010,219728
157,06,113,18100,00000,00000,1,A,Davis city,California,65622,65675,65626,65666,65614,66020,66741,67413,67994,68778,69366,69274,69011,68805
157,06,113,84816,00000,00000,1,A,West Sacramento city,California,48744,48744,48875,49268,49730,50198,51051,52304,53097,53537,53842,53749,53767,53680
157,06,113,86034,00000,00000,1,A,Winters city,California,6624,6624,6621,6730,6874,6902,6968,7041,7130,7256,7293,7293,7428,7460
157,06,113,86328,00000,00000,1,A,Woodland city,California,55468,55557,55558,55716,56208,56667,57470,58276,58871,59603,59945,59931,60402,60446
157,06,113,99990,00000,00000,1,F,Balance of Yolo County,California,24391,24255,24381,24551,26132,26480,26138,26964,28477,29296,29636,29772,29402,29337
050,06,115,00000,00000,00000,0,A,Yuba County,California,72155,72142,72345,72480,72770,73082,73527,74039,74920,76575,77418,78549,79800,80160
157,06,115,46170,00000,00000,1,A,Marysville city,California,12072,12051,12072,12091,12119,12169,12200,12212,12259,12453,12499,12526,12590,12594
157,06,115,85012,00000,00000,1,A,Wheatland city,California,3456,3504,3511,3512,3525,3526,3533,3539,3559,3622,3647,3654,3665,3666
157,06,115,99990,00000,00000,1,F,Balance of Yuba County,California,56627,56587,56762,56877,57126,57387,57794,58288,59102,60500,61272,62369,63545,63900
