SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE042020,POPESTIMATE2020
162,06,000,69154,00000,00000,0,A,Santa Fe Springs city,California,16223,16140,16201,16400,16594,16965,17307,17659,17841,17786,17711,17549,17414,17349
162,06,000,69196,00000,00000,0,A,Santa Maria city,California,99553,99596,99633,99940,100754,101627,102497,103471,104802,105423,105660,105926,105961,105851
162,06,000,70000,00000,00000,0,A,Santa Monica city,California,89736,89742,89788,90211,90698,91443,92218,92670,92730,92492,91795,90970,90338,90024
162,06,000,70042,00000,00000,0,A,Santa Paula city,California,29321,29648,29700,29970,30207,30391,30536,30542,30455,30419,30298,30152,30239,30242
162,06,000,70098,00000,00000,0,A,Santa Rosa city,California,167815,175015,175221,176148,177047,178588,180342,181403,182298,182195,177246,175592,174998,174613
162,06,000,70224,00000,00000,0,A,Santee city,California,53413,53413,53677,54525,55270,56122,56620,56802,56866,57074,57519,57932,57867,57770
162,06,000,70280,00000,00000,0,A,Saratoga city,California,29926,30034,30115,30485,30809,31129,31254,31408,31439,31328,31180,30934,30662,30525
162,06,000,70364,00000,00000,0,A,Sausalito city,California,7061,6954,6963,7020,7054,7129,7203,7235,7241,7209,7196,7159,7114,7094
162,06,000,70588,00000,00000,0,A,Scotts Valley city,California,11580,11573,11578,11613,11666,11798,11951,12072,12094,12095,12023,11997,12012,11995
162,06,000,70686,00000,00000,0,A,Seal Beach city,California,24168,24165,24176,24346,24484,24571,24602,24614,24590,24441,24263,24052,23952,23887
162,06,000,70742,00000,00000,0,A,Seaside city,California,33025,33024,33178,33500,33786,33970,33982,34291,34297,34010,33976,33936,34216,34115
162,06,000,70770,00000,00000,0,A,Sebastopol city,California,7379,7465,7474,7495,7514,7566,7629,7661,7676,7661,7756,7649,7614,7593
162,06,000,70882,00000,00000,0,A,Selma city,California,23219,23344,23367,23557,23744,23832,23924,24065,24279,24417,24438,24429,24403,24370
162,06,000,71106,00000,00000,0,A,Shafter city,California,16988,17099,17174,17402,17105,17221,17580,18208,18604,19155,19807,20373,20668,20739
162,06,000,71225,00000,00000,0,A,Shasta Lake city,California,10164,10162,10139,10083,10066,10077,10093,10058,10065,10140,10211,10374,10382,10379
162,06,000,71806,00000,00000,0,A,Sierra Madre city,California,10917,10917,10916,10956,11002,11037,11052,11048,11010,10948,10858,10743,10659,10621
162,06,000,71876,00000,00000,0,A,Signal Hill city,California,11016,11018,11024,11103,11182,11294,11434,11500,11460,11487,11508,11413,11323,11280
162,06,000,72016,00000,00000,0,A,Simi Valley city,California,124237,124247,124424,124928,125308,125788,126038,125986,125902,126103,125954,125682,125383,125168
162,06,000,72506,00000,00000,0,A,Solana Beach city,California,12867,12867,12894,13004,13112,13214,13289,13352,13391,13370,13319,13264,13215,13190
162,06,000,72520,00000,00000,0,A,Soledad city,California,25738,25738,26026,26406,26462,25712,25139,24777,25574,25976,25812,25781,25344,25247
162,06,000,72576,00000,00000,0,A,Solvang city,California,5245,5227,5235,5253,5290,5353,5449,5542,5642,5703,5684,5617,5576,5556
162,06,000,72646,00000,00000,0,A,Sonoma city,California,10648,10655,10666,10696,10725,10845,10988,11057,11088,11062,11193,11050,11000,10973
162,06,000,72674,00000,00000,0,A,Sonora city,California,4903,4888,4881,4853,4802,4796,4789,4796,4803,4824,4849,4853,4831,4833
162,06,000,72996,00000,00000,0,A,South El Monte city,California,20116,20096,20093,20168,20253,20309,20492,20726,20757,20671,20582,20724,21044,21126
162,06,000,73080,00000,00000,0,A,South Gate city,California,94396,94396,94384,94516,94803,95424,95775,96270,96414,95886,95064,94092,93452,93134
162,06,000,73108,00000,00000,0,A,South Lake Tahoe city,California,21403,21420,21430,21403,21326,21368,21485,21607,21637,22166,22700,22915,22877,22847
162,06,000,73220,00000,00000,0,A,South Pasadena city,California,25619,25605,25602,25701,25799,25874,25932,25964,25881,25731,25531,25283,25088,24995
162,06,000,73262,00000,00000,0,A,South San Francisco city,California,63632,63613,63674,64276,65293,66132,66651,67128,67147,67011,66831,66809,66690,66558
162,06,000,73962,00000,00000,0,A,Stanton city,California,38186,37829,37863,38144,38324,38471,38558,38700,38740,38576,38291,38075,37984,37904
162,06,000,75000,00000,00000,0,A,Stockton city,California,291707,292348,292984,295618,297463,297806,301281,304799,307650,310459,311731,313091,313107,312716
162,06,000,75630,00000,00000,0,A,Suisun City city,California,28111,28116,28133,28204,28386,28586,28910,29131,29332,29483,29561,29513,29371,29305
162,06,000,77000,00000,00000,0,A,Sunnyvale city,California,140081,140492,140786,142866,145530,147791,149124,150934,151781,152462,153453,153302,152310,151746
162,06,000,77364,00000,00000,0,A,Susanville city,California,17947,17932,17707,17247,16583,15496,15482,15187,14765,15228,15111,15049,14522,14425
162,06,000,77392,00000,00000,0,A,Sutter Creek city,California,2501,2523,2520,2501,2483,2484,2495,2519,2560,2606,2644,2667,2686,2688
162,06,000,77574,00000,00000,0,A,Taft city,California,9327,9287,9277,9274,8904,8907,8873,9467,9342,9377,9383,9270,8506,8488
162,06,000,78092,00000,00000,0,A,Tehachapi city,California,14414,14399,14400,14468,13926,13365,13308,13075,12550,12652,12508,13138,12780,12746
162,06,000,78106,00000,00000,0,A,Tehama city,California,418,418,419,416,416,412,411,412,413,414,386,365,363,361
162,06,000,78120,00000,00000,0,A,Temecula city,California,100097,99970,100598,102565,104327,105902,108066,110120,111502,112763,113583,113755,113917,113878
162,06,000,78148,00000,00000,0,A,Temple City city,California,35558,35557,35555,35717,35882,35981,36006,36092,36061,35924,35787,35572,35342,35225
162,06,000,78582,00000,00000,0,A,Thousand Oaks city,California,126683,126490,126688,127348,127750,128239,128627,128661,128422,128420,127961,127138,126600,126310
162,06,000,78666,00000,00000,0,A,Tiburon town,California,8962,8947,8956,9032,9075,9166,9228,9240,9240,9205,9195,9160,9109,9086
162,06,000,80000,00000,00000,0,A,Torrance city,California,145438,145309,145315,145932,146488,146901,147124,147230,146781,145915,144666,143170,142075,141553
162,06,000,80238,00000,00000,0,A,Tracy city,California,82922,83426,83605,84280,84729,84853,85583,86639,88020,89794,91496,92909,94571,95025
162,06,000,80448,00000,00000,0,A,Trinidad city,California,367,369,369,368,367,364,362,363,365,366,364,361,360,358
162,06,000,80588,00000,00000,0,A,Truckee town,California,16180,16168,16167,16149,16083,16077,16231,16302,16416,16575,16627,16688,16919,16982
162,06,000,80644,00000,00000,0,A,Tulare city,California,59278,59328,59431,60028,60447,60839,61367,61776,62433,63453,64506,65611,66547,66797
162,06,000,80686,00000,00000,0,A,Tulelake city,California,1010,1010,1009,998,985,971,971,971,969,972,967,965,958,955
162,06,000,80812,00000,00000,0,A,Turlock city,California,68549,68632,68733,69065,69501,69855,70453,71268,72044,72677,72852,73024,73106,73059
162,06,000,80854,00000,00000,0,A,Tustin city,California,75540,75299,75365,76116,77226,78042,78663,80004,80967,80966,80407,79906,79913,79815
162,06,000,80994,00000,00000,0,A,Twentynine Palms city,California,25048,25048,25107,25507,25878,25959,26057,26188,26274,26814,26769,26456,27443,27433
162,06,000,81134,00000,00000,0,A,Ukiah city,California,16075,16080,16019,15888,15910,15843,15859,15826,15845,15955,16090,16004,15928,15883
162,06,000,81204,00000,00000,0,A,Union City city,California,69516,69547,69628,70462,71612,72617,73613,74641,75178,75129,75287,75324,74790,74501
162,06,000,81344,00000,00000,0,A,Upland city,California,73732,73719,73865,74444,74816,75091,75563,76047,76569,77109,77481,77728,77864,77850
162,06,000,81554,00000,00000,0,A,Vacaville city,California,92428,92422,92530,93140,93507,93920,94793,95953,97826,99561,100181,100914,101427,101332
162,06,000,81666,00000,00000,0,A,Vallejo city,California,115942,115908,116118,116693,117599,118561,119705,120429,121206,121582,121616,121523,120979,120747
162,06,000,82422,00000,00000,0,A,Vernon city,California,112,112,116,120,121,121,121,211,296,294,291,288,286,285
162,06,000,82590,00000,00000,0,A,Victorville city,California,115903,115895,116306,117737,119985,120652,121118,121582,121938,122144,122514,123134,124808,124982
162,06,000,82744,00000,00000,0,A,Villa Park city,California,5812,5822,5825,5868,5907,5930,5939,5952,5953,5924,5879,5836,5815,5801
162,06,000,82954,00000,00000,0,A,Visalia city,California,124442,124526,124764,125815,126651,127538,128452,129405,130618,132160,133302,134451,134860,135007
162,06,000,82996,00000,00000,0,A,Vista city,California,93834,93157,93353,94226,95287,96247,96915,97948,99934,101172,100908,100736,100714,100636
162,06,000,83332,00000,00000,0,A,Walnut city,California,29172,29166,29222,29545,29821,29968,30007,30042,29981,29968,29882,29623,29422,29324
162,06,000,83346,00000,00000,0,A,Walnut Creek city,California,64173,64145,64376,65223,65887,66658,67345,68417,69415,69755,70048,70080,70034,69936
162,06,000,83542,00000,00000,0,A,Wasco city,California,25545,25549,25725,26081,25586,25930,26198,26310,26517,26996,27533,28025,28639,28734
162,06,000,83612,00000,00000,0,A,Waterford city,California,8456,8464,8473,8509,8548,8585,8649,8716,8795,8861,8894,8926,8945,8944
162,06,000,83668,00000,00000,0,A,Watsonville city,California,51199,51186,51215,51440,51661,52014,52339,52690,52824,52842,52509,52188,51870,51673
162,06,000,83850,00000,00000,0,A,Weed city,California,2967,2965,2977,2968,2918,2867,2695,2561,2621,2669,2668,2701,2675,2668
162,06,000,84200,00000,00000,0,A,West Covina city,California,106098,106109,106097,106592,107083,107363,107529,107806,107656,106968,105989,104863,104046,103656
162,06,000,84410,00000,00000,0,A,West Hollywood city,California,34399,34335,34377,34602,34733,34836,35184,35480,35411,35695,35831,35454,35226,35111
162,06,000,84438,00000,00000,0,A,Westlake Village city,California,8270,8303,8302,8332,8362,8383,8393,8397,8371,8324,8228,8120,8058,8031
162,06,000,84550,00000,00000,0,A,Westminster city,California,89701,89511,89575,90348,90972,91362,91492,91706,91777,91497,90906,90251,89951,89740
162,06,000,84606,00000,00000,0,A,Westmorland city,California,2225,2230,2235,2249,2252,2252,2259,2260,2267,2266,2256,2244,2236,2231
162,06,000,84816,00000,00000,0,A,West Sacramento city,California,48744,48744,48875,49268,49730,50198,51051,52304,53097,53537,53842,53749,53767,53680
162,06,000,85012,00000,00000,0,A,Wheatland city,California,3456,3504,3511,3512,3525,3526,3533,3539,3559,3622,3647,3654,3665,3666
162,06,000,85292,00000,00000,0,A,Whittier city,California,85331,85313,85309,85619,85927,86145,86247,86285,86048,85688,85051,84142,83502,83194
162,06,000,85446,00000,00000,0,A,Wildomar city,California,32176,32211,32369,32773,33135,33627,34170,34599,35159,35814,36307,36520,36582,36574
162,06,000,85586,00000,00000,0,A,Williams city,California,5123,5094,5108,5103,5106,5162,5162,5126,5166,5226,5265,5354,5393,5400
162,06,000,85600,00000,00000,0,A,Willits city,California,4888,4926,4922,4886,4871,4861,4869,4865,4885,4915,4945,4890,4850,4831
162,06,000,85684,00000,00000,0,A,Willows city,California,6166,6164,6143,6103,6038,6025,6026,6029,6067,6060,6015,6099,6054,6036
162,06,000,85922,00000,00000,0,A,Windsor town,California,26801,26792,26810,26966,27114,27297,27509,27609,27672,27638,27979,27552,27399,27322
162,06,000,86034,00000,00000,0,A,Winters city,California,6624,6624,6621,6730,6874,6902,6968,7041,7130,7256,7293,7293,7428,7460
162,06,000,86300,00000,00000,0,A,Woodlake city,California,7279,7292,7295,7324,7465,7601,7620,7612,7610,7619,7651,7709,7884,7934
162,06,000,86328,00000,00000,0,A,Woodland city,California,55468,55557,55558,55716,56208,56667,57470,58276,58871,59603,59945,59931,60402,60446
162,06,000,86440,00000,00000,0,A,Woodside town,California,5287,5269,5277,5350,5443,5511,5558,5604,5615,5609,5586,5559,5526,5508
162,06,000,86832,00000,00000,0,A,Yorba Linda city,California,64234,64176,64341,65263,65989,66708,67263,67686,68145,68354,68123,67948,68073,68027
162,06,000,86930,00000,00000,0,A,Yountville city,California,2933,2925,2941,2977,2982,2996,3018,3028,3025,3005,3002,2987,2975,2970
162,06,000,86944,00000,00000,0,A,Yreka city,California,7765,7763,7791,7745,7649,7555,7537,7533,7550,7583,7594,7596,7529,7503
162,06,000,86972,00000,00000,0,A,Yuba City city,California,64925,65634,65615,65395,65378,65557,65701,66076,66337,66515,66654,66947,66623,66444
162,06,000,87042,00000,00000,0,A,Yucaipa city,California,51367,51279,51386,51858,52290,52559,52780,53183,53692,54087,54482,54728,54838,54833
162,06,000,87056,00000,00000,0,A,Yucca Valley town,California,20700,20654,20694,20846,20951,21017,21191,21391,21501,21617,21730,21787,21843,21845
050,06,001,00000,00000,00000,0,A,Alameda County,California,1510271,1510283,1512997,1530893,1553729,1579508,1607638,1634326,1650765,1659824,1666596,1668412,1665644,1662323
157,06,001,00562,00000,00000,1,A,Alameda city,California,73812,73812,73901,74690,75750,76616,77646,78997,80023,80178,80196,79813,79170,78841
157,06,001,00674,00000,00000,1,A,Albany city,California,18539,18595,18615,18795,19041,19286,19557,19827,19958,20168,20352,20257,20110,20031
157,06,001,06000,00000,00000,1,A,Berkeley city,California,112580,112443,112938,114477,115819,117373,119348,121175,122175,123084,123541,123757,123104,122726
157,06,001,20018,00000,00000,1,A,Dublin city,California,46036,46036,46048,47047,48773,52226,55744,57925,59660,61883,64500,66244,66924,66936
157,06,001,22594,00000,00000,1,A,Emeryville city,California,10080,10099,10110,10209,10342,10522,10719,11187,11613,11633,11596,11667,11837,11875
157,06,001,26000,00000,00000,1,A,Fremont city,California,214089,214065,214514,217267,220638,224547,228559,231877,233889,234904,235473,235337,235027,234569
157,06,001,33000,00000,00000,1,A,Hayward city,California,144186,144319,144662,146688,149307,151694,154325,156796,158538,159328,159228,158997,158365,157966
157,06,001,41992,00000,00000,1,A,Livermore city,California,80968,81497,81691,82766,84076,85599,87279,89256,90918,91790,92237,92297,91890,91617
157,06,001,50916,00000,00000,1,A,Newark city,California,42573,42573,42619,43020,43563,44110,44723,45402,45977,47052,48565,49499,49709,49699
157,06,001,53000,00000,00000,1,A,Oakland city,California,390724,390781,391350,395416,400720,406609,412677,418539,421454,421938,421837,422738,424733,424891
157,06,001,56938,00000,00000,1,A,Piedmont city,California,10667,10695,10709,10819,10965,11112,11273,11432,11506,11497,11488,11447,11374,11335
157,06,001,57792,00000,00000,1,A,Pleasanton city,California,70285,70274,70363,71137,72163,73309,75087,77039,78110,79517,80981,81041,80536,80247
157,06,001,68084,00000,00000,1,A,San Leandro city,California,84950,84963,85108,86015,87101,88221,89441,90631,91149,91020,90832,90321,89548,89161
157,06,001,81204,00000,00000,1,A,Union City city,California,69516,69547,69628,70462,71612,72617,73613,74641,75178,75129,75287,75324,74790,74501
157,06,001,99990,00000,00000,1,F,Balance of Alameda County,California,141266,140584,140741,142085,143859,145667,147647,149602,150617,150703,150483,149673,148527,147928
050,06,003,00000,00000,00000,1,A,Alpine County,California,1175,1175,1161,1093,1111,1131,1083,1080,1053,1116,1081,1113,1110,1119
050,06,005,00000,00000,00000,0,A,Amador County,California,38091,38091,37883,37539,37105,36624,36734,37039,37443,38549,39349,39693,40045,40083
157,06,005,01514,00000,00000,1,A,Amador City city,California,185,187,187,185,184,184,187,190,192,194,196,197,198,199
157,06,005,36672,00000,00000,1,A,Ione city,California,7918,7912,7732,7584,7334,6834,6844,6870,6913,7700,8166,8209,8324,8326
157,06,005,36980,00000,00000,1,A,Jackson city,California,4651,4672,4659,4623,4607,4622,4644,4699,4734,4784,4853,4922,4966,4973
157,06,005,57834,00000,00000,1,A,Plymouth city,California,1005,987,986,977,969,970,966,969,981,998,1021,1034,1043,1043
157,06,005,77392,00000,00000,1,A,Sutter Creek city,California,2501,2523,2520,2501,2483,2484,2495,2519,2560,2606,2644,2667,2686,2688
157,06,005,99990,00000,00000,1,F,Balance of Amador County,California,21831,21810,21799,21669,21528,21530,21598,21792,22063,22267,22469,22664,22828,22854
050,06,007,00000,00000,00000,0,A,Butte County,California,220000,220005,219951,219983,220877,221649,223525,224643,226222,228700,230330,218726,214384,212744
157,06,007,06560,00000,00000,1,A,Biggs city,California,1707,1701,1699,1688,1684,1680,1711,1816,1899,1911,1920,2093,2042,2025
157,06,007,13014,00000,00000,1,A,Chico city,California,86187,89013,89049,89394,90173,90747,91758,92528,93564,95040,96374,105578,103626,102867
157,06,007,31260,00000,00000,1,A,Gridley city,California,6584,6640,6633,6609,6688,6771,6817,6827,6860,6933,6980,7611,7456,7397
157,06,007,54386,00000,00000,1,A,Oroville city,California,15546,18722,18698,18631,18699,18714,18875,18964,19007,19119,19174,20817,20397,20237
157,06,007,55520,00000,00000,1,A,Paradise town,California,26218,26209,26180,26084,26036,26047,26191,26210,26289,26469,26532,4171,4294,4329
157,06,007,99990,00000,00000,1,F,Balance of Butte County,California,83758,77720,77692,77577,77597,77690,78173,78298,78603,79228,79350,78456,76569,75889
050,06,009,00000,00000,00000,0,A,Calaveras County,California,45578,45577,45467,45159,44816,44658,44677,44972,45307,45658,45747,46119,46296,46308
157,06,009,02112,00000,00000,1,A,Angels city,California,3836,3805,3794,3755,3714,3696,3695,3721,3812,3840,3863,3921,3955,3963
157,06,009,99990,00000,00000,1,F,Balance of Calaveras County,California,41742,41772,41673,41404,41102,40962,40982,41251,41495,41818,41884,42198,42341,42345
050,06,011,00000,00000,00000,0,A,Colusa County,California,21419,21407,21435,21315,21274,21239,21156,21208,21476,21558,21389,21474,21548,21558
157,06,011,14946,00000,00000,1,A,Colusa city,California,5971,6222,6226,6185,6186,6132,6085,6086,6154,6164,6083,6063,6093,6098
157,06,011,85586,00000,00000,1,A,Williams city,California,5123,5094,5108,5103,5106,5162,5162,5126,5166,5226,5265,5354,5393,5400
157,06,011,99990,00000,00000,1,S,Balance of Colusa County,California,10325,10091,10101,10027,9982,9945,9909,9996,10156,10168,10041,10057,10062,10060
050,06,013,00000,00000,00000,0,A,Contra Costa County,California,1049025,1049188,1052516,1065361,1077439,1093253,1108665,1124148,1137259,1145623,1150840,1152883,1153445,1152333
157,06,013,02252,00000,00000,1,A,Antioch city,California,102372,102745,103062,104279,105597,107397,108960,110255,111105,111426,111622,111605,111703,111605
157,06,013,08142,00000,00000,1,A,Brentwood city,California,51481,51627,51854,52678,53447,54783,56508,58350,60243,61980,63435,64430,64927,65017
157,06,013,13882,00000,00000,1,A,Clayton city,California,10897,10918,10941,11035,11140,11291,11416,11517,11589,11618,11616,11583,11551,11527
157,06,013,16000,00000,00000,1,A,Concord city,California,122067,122162,122440,123530,124514,125855,127078,128261,129175,129549,129610,129229,128826,128544
157,06,013,17988,00000,00000,1,A,Danville town,California,42039,41871,41965,42342,42708,43250,43817,44407,44814,44958,45019,44928,44934,44883
157,06,013,21796,00000,00000,1,A,El Cerrito city,California,23549,23598,23653,23860,24056,24323,24564,24849,25079,25188,25343,25441,25434,25403
157,06,013,33308,00000,00000,1,A,Hercules city,California,24060,24089,24140,24347,24539,24802,25041,25312,25747,26068,26199,26261,26255,26221
157,06,013,39122,00000,00000,1,A,Lafayette city,California,23893,23789,23852,24091,24298,24659,25135,25550,25794,25902,26006,26023,26024,25992
157,06,013,46114,00000,00000,1,A,Martinez city,California,35824,36037,36150,36506,36783,37121,37577,38105,38405,38550,38558,38463,38110,38027
157,06,013,49187,00000,00000,1,A,Moraga town,California,16016,16006,16038,16161,16279,16440,16587,16721,16827,16905,16948,16925,16971,16967
157,06,013,53070,00000,00000,1,A,Oakley city,California,35432,35421,35638,36404,37133,38079,38932,39618,40327,41081,41782,42338,42654,42710
